,KAGGLE_DATASET_Jruvika.csv,ISOT_FAKE_NEWS_DATASET.csv,UTK_FAKE_NEWS_DATASET.csv,G_McIntire_FAKE_NEWS_DATASET_.csv,LIAR_FAKE_NEWS_DATASET.csv,COVID-19_Tweets_FAKE_NEWS_DATASET.csv
KAGGLE_DATASET_Jruvika.csv,0.9922632965825898,0.2791061604213356,0.2792096778756253,0.5943997401366559,0.5359359576205087,0.5302322363659586
ISOT_FAKE_NEWS_DATASET.csv,0.32382314617980934,0.989820228173079,0.6998142073330043,0.3843785297471184,0.4645425749015284,0.36901188960457487
UTK_FAKE_NEWS_DATASET.csv,0.21343075094404124,0.8096948502581149,0.9656682470835929,0.22932113567495627,0.45760362215411277,0.3568494413926508
G_McIntire_FAKE_NEWS_DATASET_.csv,0.7984262274373084,0.25861451242386563,0.20626348667430344,0.9592540880446674,0.5847341898125193,0.5098566353430264
LIAR_FAKE_NEWS_DATASET.csv,0.7859760751761697,0.3977698476130599,0.39816747466149427,0.8074853975554485,0.8378228798448903,0.5364480150975122
COVID-19_Tweets_FAKE_NEWS_DATASET.csv,0.6446894266260347,0.3953149564231039,0.454194588190273,0.6781741241089931,0.6526490141777996,0.9646209518911075
